1;1;1;2;275.0768234473;257.8251743224;258;
2;1;0;1;241.3;216.4733348274;222;
3;1;0;1;98;94.8707859175;90;
4;1;0;2;276.5;263.7388055526;273;
5;1;1;2;303.4949723856;304.8384254963;318;
6;1;0;1;183.7;106.3178985;96;
7;1;1;2;84.5349477461;98.325529445;93;
8;1;0;2;299.4;295.958680377;288;
9;1;0;1;129.6;126.4202028348;150;
10;1;1;2;229.7755277568;250.2078464082;240;
11;1;0;1;183.7;106.3178985;96;
12;1;0;1;341.2;342.352442322;342;
13;1;1;2;221.3656468468;227.9690870256;225;
14;1;1;2;61.7993279188;67.219870997;66;
15;1;0;2;71.5;77.1556755481;75;
16;1;0;1;333.2;324.0455498674;339;
17;1;0;1;109.6;113.037084236;111;
18;1;0;2;358.2;364.933096924;354;
19;1;1;2;142.3286000866;167.3628386831;165;
20;1;1;2;26.6774679677;17.4806573243;18;
21;1;1;2;161.0079721659;147.2312941378;147;
22;1;0;1;333.2;324.0455498674;339;
23;1;1;2;276.2474747138;237.8704838347;237;
24;1;1;2;203.4211006777;217.7942860361;210;
25;1;0;1;335.8;309.6432758916;333;
26;1;0;2;15;6.7089149054;12;
27;1;0;2;335.8;339.8464194235;333;
28;1;1;2;209.8060908165;214.4798444642;216;
29;1;0;2;142.7;167.3628386831;165;
30;1;0;1;80.8;67.506744103;81;
31;1;1;2;276.2474747138;237.8704838347;237;
32;1;0;1;341.2;342.352442322;342;
33;1;0;2;185.4;186.812980247;186;
34;1;1;2;270.5921528879;263.7388055526;273;
35;1;1;2;58.818700098;39.4474216997;45;
36;1;1;2;118.5622086754;123.8583733386;117;
37;1;0;2;257;257.8251743224;258;
38;1;0;2;238;206.4503951014;201;
39;1;0;1;144.3;156.9739334007;174;
40;1;0;2;83.5;61.0403918141;54;
41;1;0;1;189.5;209.8060908165;216;
42;1;0;1;328.9;347.3379470861;330;
43;1;1;2;84.5349477461;98.325529445;93;
44;1;1;2;343.9642167164;364.933096924;354;
45;1;0;2;249.8;280.2584769041;285;
46;1;0;2;31.3;17.4806573243;18;
47;1;1;2;219.8494160404;245.8196707082;243;
48;1;0;2;134.8;181.1869293989;171;
49;1;0;2;50.7;39.4474216997;45;
50;1;0;2;90;121.8709726458;105;
51;1;1;2;59.4271076544;61.0403918141;54;
52;1;0;2;50.7;39.4474216997;45;
53;1;0;1;134.8;178.8354093962;171;
54;1;0;1;15;32.562895804;12;
55;1;0;2;133.7;127.7098801098;123;
56;1;0;2;297.9;290.880190021;294;
57;1;0;1;249.8;266.329533461;285;
58;1;0;1;98;94.8707859175;90;
59;1;0;1;155.2;165.4863280898;153;
60;1;0;2;98;95.1579651544;90;
61;1;0;2;15.1;28.9901097453;30;
62;1;0;1;334;297.0088384091;306;
63;1;1;2;342.9711132477;330.7182267996;315;
64;1;0;1;80.8;67.506744103;81;
65;1;0;1;335.8;309.6432758916;333;
66;1;0;1;74;61.7993279188;66;
67;1;1;2;191.8836054006;203.9630501931;219;
68;1;0;2;46.3;42.782754508;51;
69;1;1;2;119.6764996284;127.7098801098;123;
70;1;1;2;184.3081870085;178.5513260191;177;
71;1;1;2;229.7755277568;250.2078464082;240;
72;1;0;2;239.5;245.8196707082;243;
73;1;1;2;84.5349477461;98.325529445;93;
74;1;0;1;322.7;340.1103816966;336;
75;1;0;1;90;68.5428849385;105;
76;1;1;2;78.0429870247;58.044118907;63;
77;1;0;1;274.6;290.2575639717;270;
78;1;0;1;74;61.7993279188;66;
79;1;0;2;50.7;39.4474216997;45;
80;1;0;2;328.9;331.652096269;330;
81;1;0;2;322.9;330.7182267996;315;
82;1;1;2;175.0901126327;186.812980247;186;
83;1;0;2;205.8;227.9690870256;225;
84;1;0;2;109.6;105.1926749882;111;
85;1;0;2;220.7;250.2078464082;240;
86;1;0;2;341.2;346.6189225656;342;
87;1;0;2;274.6;277.0173970769;270;
88;1;0;2;46.3;42.782754508;51;
89;1;1;2;216.4733348274;214.6238778421;222;
90;1;0;1;180.7;184.3081870085;177;
91;1;0;1;324.3;303.4949723856;318;
92;1;0;1;274.6;290.2575639717;270;
93;1;0;1;241.3;216.4733348274;222;
94;1;1;2;342.9711132477;330.7182267996;315;
95;1;0;1;299.4;280.8904372494;288;
96;1;1;2;347.3379470861;331.652096269;330;
97;1;1;2;342.352442322;346.6189225656;342;
98;1;0;1;322.9;342.9711132477;315;
99;1;0;1;333.2;324.0455498674;339;
100;1;1;2;270.5921528879;263.7388055526;273;
101;1;1;2;61.7993279188;67.219870997;66;
102;1;0;1;218.7;203.4211006777;210;
103;1;0;1;155.2;165.4863280898;153;
104;1;0;2;50.7;39.4474216997;45;
105;1;1;2;32.562895804;6.7089149054;12;
106;1;0;2;160.2;176.4849561181;183;
107;1;0;2;7.8;12.6476540397;6;
108;1;0;1;278;285.1285187687;276;
109;1;1;2;179.8405952236;176.4849561181;183;
110;1;0;2;129.6;150.4128486172;150;
111;1;0;2;309.3;299.594308759;309;
112;1;0;2;335.8;339.8464194235;333;
113;1;0;2;46.3;42.782754508;51;
114;1;1;2;123.7075237743;145.2903430712;138;
115;1;0;1;71.5;74.5067404015;75;
116;1;1;2;184.3081870085;178.5513260191;177;
117;1;0;2;134.8;181.1869293989;171;
118;1;1;2;191.8836054006;203.9630501931;219;
119;1;1;2;67.506744103;91.3395535514;81;
120;1;0;1;257;275.0768234473;258;
